ID,Class
ISIC_0010379,melanoma
ISIC_0010380,melanoma
ISIC_0010382,nevus
ISIC_0010435,nevus
ISIC_0010439,nevus
ISIC_0010441,melanoma
ISIC_0010442,nevus
ISIC_0010443,nevus
ISIC_0010444,nevus
ISIC_0010445,nevus
ISIC_0010447,nevus
ISIC_0010448,nevus
ISIC_0010449,nevus
ISIC_0010452,nevus
ISIC_0010455,nevus
ISIC_0010456,nevus
ISIC_0010457,nevus
ISIC_0010458,nevus
ISIC_0010459,nevus
ISIC_0010461,nevus
ISIC_0010462,nevus
ISIC_0010463,nevus
ISIC_0010465,nevus
ISIC_0010466,melanoma
ISIC_0010467,nevus
ISIC_0010468,melanoma
ISIC_0010472,nevus
ISIC_0010473,nevus
ISIC_0010474,nevus
ISIC_0010475,nevus
ISIC_0010476,melanoma
ISIC_0010477,nevus
ISIC_0010479,nevus
ISIC_0010480,nevus
ISIC_0010481,nevus
ISIC_0010483,nevus
ISIC_0010487,nevus
ISIC_0010488,nevus
ISIC_0010490,nevus
ISIC_0010492,nevus
ISIC_0010493,nevus
ISIC_0010494,nevus
ISIC_0010496,nevus
ISIC_0010497,nevus
ISIC_0010498,nevus
ISIC_0010552,nevus
ISIC_0010553,nevus
ISIC_0010554,nevus
ISIC_0010557,nevus
ISIC_0010558,nevus
ISIC_0010562,nevus
ISIC_0010565,nevus
ISIC_0010566,nevus
ISIC_0010567,nevus
ISIC_0010568,nevus
ISIC_0010569,nevus
ISIC_0010570,nevus
ISIC_0010571,nevus
ISIC_0010572,nevus
ISIC_0010573,nevus
ISIC_0010574,nevus
ISIC_0010576,melanoma
ISIC_0010581,nevus
ISIC_0010584,nevus
ISIC_0010585,nevus
ISIC_0010587,melanoma
ISIC_0010588,nevus
ISIC_0010589,nevus
ISIC_0010590,nevus
ISIC_0010591,melanoma
ISIC_0010592,nevus
ISIC_0010593,nevus
ISIC_0010595,nevus
ISIC_0010596,melanoma
ISIC_0010597,melanoma
ISIC_0010598,nevus
ISIC_0010599,nevus
ISIC_0010602,nevus
ISIC_0010603,nevus
ISIC_0010604,nevus
ISIC_0010605,nevus
ISIC_0010606,nevus
ISIC_0010607,nevus
ISIC_0010844,nevus
ISIC_0010846,nevus
ISIC_0010847,nevus
ISIC_0010848,nevus
ISIC_0010849,nevus
ISIC_0010850,nevus
ISIC_0010851,nevus
ISIC_0010852,melanoma
ISIC_0010853,nevus
ISIC_0010854,nevus
ISIC_0010856,nevus
ISIC_0010857,nevus
ISIC_0010858,nevus
ISIC_0010860,melanoma
ISIC_0010861,nevus
ISIC_0010862,melanoma
ISIC_0010863,melanoma
ISIC_0010864,nevus
ISIC_0011079,nevus
ISIC_0011081,nevus
ISIC_0011082,nevus
ISIC_0011083,nevus
ISIC_0011084,nevus
ISIC_0011085,nevus
ISIC_0011088,nevus
ISIC_0011089,nevus
ISIC_0011090,nevus
ISIC_0011092,nevus
ISIC_0011095,melanoma
ISIC_0011097,nevus
ISIC_0011098,nevus
ISIC_0011099,melanoma
ISIC_0011101,nevus
ISIC_0011102,nevus
ISIC_0011104,nevus
ISIC_0011105,nevus
ISIC_0011107,nevus
ISIC_0011109,nevus
ISIC_0011110,nevus
ISIC_0011112,melanoma
ISIC_0011114,nevus
ISIC_0011115,nevus
ISIC_0011117,nevus
ISIC_0011118,melanoma
ISIC_0011119,nevus
ISIC_0011120,nevus
ISIC_0011121,melanoma
ISIC_0011123,nevus
ISIC_0011124,nevus
ISIC_0011127,nevus
ISIC_0011128,melanoma
ISIC_0011129,nevus
ISIC_0011130,melanoma
ISIC_0011131,nevus
ISIC_0011132,melanoma
ISIC_0011135,melanoma
ISIC_0011137,melanoma
ISIC_0011139,melanoma
ISIC_0011140,melanoma
ISIC_0011143,nevus
ISIC_0011144,nevus
ISIC_0011146,nevus
ISIC_0011149,nevus
ISIC_0011150,nevus
ISIC_0011151,melanoma
ISIC_0011155,nevus
ISIC_0011156,nevus
ISIC_0011157,nevus
ISIC_0011158,melanoma
ISIC_0011159,nevus
ISIC_0011161,melanoma
ISIC_0011162,nevus
ISIC_0011163,melanoma
ISIC_0011164,nevus
ISIC_0011165,nevus
ISIC_0011166,melanoma
ISIC_0011167,nevus
ISIC_0011168,nevus
ISIC_0011169,melanoma
ISIC_0011170,nevus
ISIC_0011171,nevus
ISIC_0011173,nevus
ISIC_0011176,melanoma
ISIC_0011177,nevus
ISIC_0011199,nevus
ISIC_0011202,nevus
ISIC_0011203,nevus
ISIC_0011204,nevus
ISIC_0011205,nevus
ISIC_0011207,nevus
ISIC_0011208,nevus
ISIC_0011210,melanoma
ISIC_0011211,nevus
ISIC_0011212,nevus
ISIC_0011213,nevus
ISIC_0011214,nevus
ISIC_0011218,nevus
ISIC_0011219,nevus
ISIC_0011220,nevus
ISIC_0011223,nevus
ISIC_0011224,nevus
ISIC_0011225,nevus
ISIC_0011227,nevus
ISIC_0011228,nevus
ISIC_0011229,nevus
ISIC_0011230,nevus
ISIC_0011292,nevus
ISIC_0011294,nevus
ISIC_0011295,melanoma
ISIC_0011296,nevus
ISIC_0011297,nevus
ISIC_0011298,nevus
ISIC_0011300,nevus
ISIC_0011301,nevus
ISIC_0011303,nevus
ISIC_0011304,nevus
ISIC_0011305,melanoma
ISIC_0011306,nevus
ISIC_0011315,melanoma
ISIC_0011317,nevus
ISIC_0011322,nevus
ISIC_0011323,nevus
ISIC_0011324,nevus
ISIC_0011326,nevus
ISIC_0011327,nevus
ISIC_0011328,nevus
ISIC_0011329,melanoma
ISIC_0011330,nevus
ISIC_0011333,nevus
ISIC_0011334,melanoma
ISIC_0011336,nevus
ISIC_0011338,nevus
ISIC_0011339,nevus
ISIC_0011341,nevus
ISIC_0011343,nevus
ISIC_0011344,melanoma
ISIC_0011345,nevus
ISIC_0011347,nevus
ISIC_0011348,melanoma
ISIC_0011349,melanoma
ISIC_0011352,nevus
ISIC_0011353,nevus
ISIC_0011356,melanoma
ISIC_0011357,nevus
ISIC_0011358,nevus
ISIC_0011359,nevus
ISIC_0011360,nevus
ISIC_0011361,nevus
ISIC_0011362,nevus
ISIC_0011363,nevus
ISIC_0011366,melanoma
ISIC_0011367,nevus
ISIC_0011372,nevus
ISIC_0011373,nevus
ISIC_0011374,melanoma
ISIC_0011378,nevus
ISIC_0011382,nevus
ISIC_0011383,nevus
ISIC_0011384,nevus
ISIC_0011385,nevus
ISIC_0011386,nevus
ISIC_0011387,melanoma
ISIC_0011390,melanoma
ISIC_0011393,nevus
ISIC_0011397,nevus
ISIC_0011398,nevus
ISIC_0011402,nevus
ISIC_0012086,seborrheic_keratosis
ISIC_0012089,nevus
ISIC_0012090,seborrheic_keratosis
ISIC_0012092,nevus
ISIC_0012094,nevus
ISIC_0012095,nevus
ISIC_0012097,nevus
ISIC_0012099,melanoma
ISIC_0012102,nevus
ISIC_0012105,nevus
ISIC_0012107,nevus
ISIC_0012108,nevus
ISIC_0012109,nevus
ISIC_0012116,nevus
ISIC_0012118,nevus
ISIC_0012126,nevus
ISIC_0012127,nevus
ISIC_0012134,seborrheic_keratosis
ISIC_0012135,nevus
ISIC_0012136,seborrheic_keratosis
ISIC_0012137,melanoma
ISIC_0012143,seborrheic_keratosis
ISIC_0012147,nevus
ISIC_0012148,nevus
ISIC_0012149,nevus
ISIC_0012151,melanoma
ISIC_0012155,seborrheic_keratosis
ISIC_0012156,nevus
ISIC_0012159,nevus
ISIC_0012160,nevus
ISIC_0012164,nevus
ISIC_0012167,nevus
ISIC_0012173,seborrheic_keratosis
ISIC_0012177,nevus
ISIC_0012178,seborrheic_keratosis
ISIC_0012179,nevus
ISIC_0012182,nevus
ISIC_0012187,nevus
ISIC_0012191,nevus
ISIC_0012201,nevus
ISIC_0012203,nevus
ISIC_0012204,seborrheic_keratosis
ISIC_0012205,nevus
ISIC_0012206,nevus
ISIC_0012207,seborrheic_keratosis
ISIC_0012208,melanoma
ISIC_0012210,seborrheic_keratosis
ISIC_0012211,nevus
ISIC_0012212,nevus
ISIC_0012213,nevus
ISIC_0012216,nevus
ISIC_0012221,nevus
ISIC_0012222,nevus
ISIC_0012223,seborrheic_keratosis
ISIC_0012224,seborrheic_keratosis
ISIC_0012227,seborrheic_keratosis
ISIC_0012228,nevus
ISIC_0012230,nevus
ISIC_0012232,nevus
ISIC_0012233,nevus
ISIC_0012235,nevus
ISIC_0012238,seborrheic_keratosis
ISIC_0012245,seborrheic_keratosis
ISIC_0012246,nevus
ISIC_0012248,seborrheic_keratosis
ISIC_0012250,nevus
ISIC_0012253,nevus
ISIC_0012256,nevus
ISIC_0012257,nevus
ISIC_0012258,melanoma
ISIC_0012259,nevus
ISIC_0012260,nevus
ISIC_0012261,nevus
ISIC_0012263,nevus
ISIC_0012266,seborrheic_keratosis
ISIC_0012268,nevus
ISIC_0012271,nevus
ISIC_0012272,seborrheic_keratosis
ISIC_0012273,seborrheic_keratosis
ISIC_0012278,nevus
ISIC_0012281,nevus
ISIC_0012282,seborrheic_keratosis
ISIC_0012284,nevus
ISIC_0012285,nevus
ISIC_0012288,melanoma
ISIC_0012290,melanoma
ISIC_0012298,melanoma
ISIC_0012299,seborrheic_keratosis
ISIC_0012303,nevus
ISIC_0012306,nevus
ISIC_0012309,nevus
ISIC_0012311,nevus
ISIC_0012313,nevus
ISIC_0012314,seborrheic_keratosis
ISIC_0012316,nevus
ISIC_0012318,nevus
ISIC_0012320,nevus
ISIC_0012323,seborrheic_keratosis
ISIC_0012324,nevus
ISIC_0012325,nevus
ISIC_0012329,seborrheic_keratosis
ISIC_0012330,seborrheic_keratosis
ISIC_0012332,nevus
ISIC_0012333,nevus
ISIC_0012334,nevus
ISIC_0012335,nevus
ISIC_0012338,nevus
ISIC_0012342,seborrheic_keratosis
ISIC_0012348,melanoma
ISIC_0012351,nevus
ISIC_0012356,melanoma
ISIC_0012357,nevus
ISIC_0012358,seborrheic_keratosis
ISIC_0012360,nevus
ISIC_0012363,nevus
ISIC_0012369,melanoma
ISIC_0012372,seborrheic_keratosis
ISIC_0012374,nevus
ISIC_0012376,nevus
ISIC_0012378,nevus
ISIC_0012379,seborrheic_keratosis
ISIC_0012381,nevus
ISIC_0012382,melanoma
ISIC_0012384,nevus
ISIC_0012390,seborrheic_keratosis
ISIC_0012391,melanoma
ISIC_0012395,melanoma
ISIC_0012400,nevus
ISIC_0012406,nevus
ISIC_0012413,nevus
ISIC_0012415,seborrheic_keratosis
ISIC_0012417,seborrheic_keratosis
ISIC_0012425,melanoma
ISIC_0012432,seborrheic_keratosis
ISIC_0012434,melanoma
ISIC_0012435,melanoma
ISIC_0012442,nevus
ISIC_0012445,nevus
ISIC_0012447,seborrheic_keratosis
ISIC_0012448,seborrheic_keratosis
ISIC_0012450,melanoma
ISIC_0012453,nevus
ISIC_0012455,seborrheic_keratosis
ISIC_0012464,nevus
ISIC_0012469,seborrheic_keratosis
ISIC_0012473,seborrheic_keratosis
ISIC_0012475,seborrheic_keratosis
ISIC_0012478,seborrheic_keratosis
ISIC_0012481,nevus
ISIC_0012484,nevus
ISIC_0012487,nevus
ISIC_0012489,nevus
ISIC_0012493,nevus
ISIC_0012494,nevus
ISIC_0012495,nevus
ISIC_0012496,nevus
ISIC_0012503,nevus
ISIC_0012506,nevus
ISIC_0012508,nevus
ISIC_0012510,seborrheic_keratosis
ISIC_0012511,nevus
ISIC_0012512,melanoma
ISIC_0012516,seborrheic_keratosis
ISIC_0012517,seborrheic_keratosis
ISIC_0012518,nevus
ISIC_0012520,nevus
ISIC_0012521,nevus
ISIC_0012523,nevus
ISIC_0012526,nevus
ISIC_0012529,nevus
ISIC_0012538,nevus
ISIC_0012539,nevus
ISIC_0012544,nevus
ISIC_0012547,nevus
ISIC_0012548,seborrheic_keratosis
ISIC_0012549,nevus
ISIC_0012550,nevus
ISIC_0012551,nevus
ISIC_0012653,nevus
ISIC_0012654,nevus
ISIC_0012655,nevus
ISIC_0012656,nevus
ISIC_0012657,nevus
ISIC_0012658,nevus
ISIC_0012659,nevus
ISIC_0012660,nevus
ISIC_0012661,seborrheic_keratosis
ISIC_0012662,nevus
ISIC_0012663,nevus
ISIC_0012664,nevus
ISIC_0012665,nevus
ISIC_0012666,seborrheic_keratosis
ISIC_0012669,nevus
ISIC_0012670,nevus
ISIC_0012671,nevus
ISIC_0012672,nevus
ISIC_0012673,nevus
ISIC_0012674,nevus
ISIC_0012675,nevus
ISIC_0012676,nevus
ISIC_0012677,nevus
ISIC_0012678,melanoma
ISIC_0012679,nevus
ISIC_0012680,nevus
ISIC_0012681,nevus
ISIC_0012682,nevus
ISIC_0012683,nevus
ISIC_0012684,nevus
ISIC_0012685,nevus
ISIC_0012690,nevus
ISIC_0012693,seborrheic_keratosis
ISIC_0012697,seborrheic_keratosis
ISIC_0012699,nevus
ISIC_0012700,nevus
ISIC_0012701,melanoma
ISIC_0012702,nevus
ISIC_0012704,seborrheic_keratosis
ISIC_0012705,seborrheic_keratosis
ISIC_0012706,nevus
ISIC_0012708,nevus
ISIC_0012710,nevus
ISIC_0012711,nevus
ISIC_0012713,nevus
ISIC_0012715,melanoma
ISIC_0012719,seborrheic_keratosis
ISIC_0012720,seborrheic_keratosis
ISIC_0012721,nevus
ISIC_0012722,nevus
ISIC_0012725,nevus
ISIC_0012726,nevus
ISIC_0012735,nevus
ISIC_0012737,nevus
ISIC_0012739,nevus
ISIC_0012740,nevus
ISIC_0012741,nevus
ISIC_0012742,nevus
ISIC_0012744,nevus
ISIC_0012746,nevus
ISIC_0012749,melanoma
ISIC_0012756,melanoma
ISIC_0012758,melanoma
ISIC_0012768,nevus
ISIC_0012770,nevus
ISIC_0012773,seborrheic_keratosis
ISIC_0012777,nevus
ISIC_0012786,seborrheic_keratosis
ISIC_0012789,nevus
ISIC_0012792,seborrheic_keratosis
ISIC_0012793,nevus
ISIC_0012803,nevus
ISIC_0012804,nevus
ISIC_0012806,nevus
ISIC_0012810,seborrheic_keratosis
ISIC_0012813,seborrheic_keratosis
ISIC_0012814,nevus
ISIC_0012823,nevus
ISIC_0012826,nevus
ISIC_0012828,seborrheic_keratosis
ISIC_0012835,nevus
ISIC_0012836,nevus
ISIC_0012837,nevus
ISIC_0012840,seborrheic_keratosis
ISIC_0012844,nevus
ISIC_0012852,seborrheic_keratosis
ISIC_0012855,nevus
ISIC_0012856,seborrheic_keratosis
ISIC_0012865,nevus
ISIC_0012871,nevus
ISIC_0012873,nevus
ISIC_0012876,nevus
ISIC_0012877,nevus
ISIC_0012878,nevus
ISIC_0012879,nevus
ISIC_0012880,seborrheic_keratosis
ISIC_0012883,nevus
ISIC_0012884,seborrheic_keratosis
ISIC_0012887,melanoma
ISIC_0012888,nevus
ISIC_0012889,seborrheic_keratosis
ISIC_0012891,nevus
ISIC_0012897,nevus
ISIC_0012898,seborrheic_keratosis
ISIC_0012901,nevus
ISIC_0012902,seborrheic_keratosis
ISIC_0012903,nevus
ISIC_0012904,nevus
ISIC_0012905,nevus
ISIC_0012907,nevus
ISIC_0012911,nevus
ISIC_0012930,melanoma
ISIC_0012932,seborrheic_keratosis
ISIC_0012939,nevus
ISIC_0012940,nevus
ISIC_0012941,nevus
ISIC_0012944,nevus
ISIC_0012945,nevus
ISIC_0012949,nevus
ISIC_0012950,nevus
ISIC_0012956,nevus
ISIC_0012957,nevus
ISIC_0012961,nevus
ISIC_0012965,nevus
ISIC_0012966,nevus
ISIC_0012969,nevus
ISIC_0012976,nevus
ISIC_0012981,nevus
ISIC_0012986,seborrheic_keratosis
ISIC_0012987,nevus
ISIC_0012988,melanoma
ISIC_0012989,melanoma
ISIC_0012990,melanoma
ISIC_0012999,nevus
ISIC_0013000,nevus
ISIC_0013001,nevus
ISIC_0013007,nevus
ISIC_0013010,nevus
ISIC_0013012,nevus
ISIC_0013015,nevus
ISIC_0013023,nevus
ISIC_0013024,nevus
ISIC_0013025,nevus
ISIC_0013026,nevus
ISIC_0013027,nevus
ISIC_0013031,nevus
ISIC_0013032,nevus
ISIC_0013034,seborrheic_keratosis
ISIC_0013035,seborrheic_keratosis
ISIC_0013037,nevus
ISIC_0013039,nevus
ISIC_0013044,nevus
ISIC_0013045,nevus
ISIC_0013047,nevus
ISIC_0013048,nevus
ISIC_0013052,seborrheic_keratosis
ISIC_0013053,nevus
ISIC_0013054,seborrheic_keratosis
ISIC_0013055,nevus
ISIC_0013056,seborrheic_keratosis
ISIC_0013063,seborrheic_keratosis
ISIC_0013065,seborrheic_keratosis
ISIC_0013070,nevus
ISIC_0013071,nevus
ISIC_0013072,melanoma
ISIC_0013073,melanoma
ISIC_0013075,nevus
ISIC_0013079,melanoma
ISIC_0013082,nevus
ISIC_0013084,nevus
ISIC_0013086,nevus
ISIC_0013087,nevus
ISIC_0013089,seborrheic_keratosis
ISIC_0013090,nevus
ISIC_0013094,nevus
ISIC_0013096,nevus
ISIC_0013104,nevus
ISIC_0013106,nevus
ISIC_0013109,nevus
ISIC_0013112,nevus
ISIC_0013114,nevus
ISIC_0013118,nevus
ISIC_0013120,nevus
ISIC_0013121,nevus
ISIC_0013124,nevus
ISIC_0013126,nevus
ISIC_0013128,nevus
ISIC_0013129,seborrheic_keratosis
ISIC_0013134,seborrheic_keratosis
ISIC_0013136,nevus
ISIC_0013140,nevus
ISIC_0013141,melanoma
ISIC_0013146,seborrheic_keratosis
ISIC_0013147,nevus
ISIC_0013150,seborrheic_keratosis
ISIC_0013155,nevus
ISIC_0013159,nevus
ISIC_0013160,seborrheic_keratosis
ISIC_0013163,nevus
ISIC_0013164,nevus
ISIC_0013165,seborrheic_keratosis
ISIC_0013166,seborrheic_keratosis
ISIC_0013167,seborrheic_keratosis
ISIC_0013169,seborrheic_keratosis
ISIC_0013170,seborrheic_keratosis
ISIC_0013172,nevus
ISIC_0013173,nevus
ISIC_0013176,nevus
ISIC_0013177,seborrheic_keratosis
ISIC_0013178,seborrheic_keratosis
ISIC_0013181,nevus
ISIC_0013184,melanoma
ISIC_0013187,nevus
ISIC_0013189,seborrheic_keratosis
ISIC_0013190,nevus
ISIC_0013191,nevus
ISIC_0013192,nevus
ISIC_0013193,nevus
ISIC_0013196,nevus
ISIC_0013197,nevus
ISIC_0013198,melanoma
ISIC_0013200,seborrheic_keratosis
ISIC_0013201,nevus
ISIC_0013203,seborrheic_keratosis
ISIC_0013204,nevus
ISIC_0013205,nevus
ISIC_0013207,nevus
ISIC_0013208,nevus
ISIC_0013212,nevus
ISIC_0013213,nevus
ISIC_0013216,nevus
ISIC_0013217,nevus
ISIC_0013219,nevus
ISIC_0013220,nevus
ISIC_0013222,nevus
ISIC_0013223,seborrheic_keratosis
ISIC_0013224,nevus
ISIC_0013226,nevus
ISIC_0013227,nevus
ISIC_0013229,nevus
ISIC_0013230,nevus
ISIC_0013232,melanoma
ISIC_0013233,nevus
ISIC_0013235,nevus
ISIC_0013238,nevus
ISIC_0013242,melanoma
ISIC_0013244,nevus
ISIC_0013248,nevus
ISIC_0013249,nevus
ISIC_0013257,nevus
ISIC_0013258,melanoma
ISIC_0013269,nevus
ISIC_0013271,seborrheic_keratosis
ISIC_0013274,nevus
ISIC_0013275,nevus
ISIC_0013277,melanoma
ISIC_0013287,nevus
ISIC_0013288,nevus
ISIC_0013291,nevus
ISIC_0013294,nevus
ISIC_0013302,nevus
ISIC_0013304,nevus
ISIC_0013306,nevus
ISIC_0013310,nevus
ISIC_0013311,nevus
ISIC_0013314,nevus
ISIC_0013315,nevus
ISIC_0013319,seborrheic_keratosis
ISIC_0013320,nevus
ISIC_0013321,melanoma
ISIC_0013325,nevus
ISIC_0013326,nevus
ISIC_0013329,nevus
ISIC_0013330,nevus
ISIC_0013333,seborrheic_keratosis
ISIC_0013334,melanoma
ISIC_0013335,seborrheic_keratosis
ISIC_0013340,nevus
ISIC_0013341,seborrheic_keratosis
ISIC_0013342,nevus
ISIC_0013346,nevus
ISIC_0013355,nevus
ISIC_0013356,nevus
ISIC_0013359,melanoma
ISIC_0013360,seborrheic_keratosis
ISIC_0013364,seborrheic_keratosis
ISIC_0013365,melanoma
ISIC_0013369,nevus
ISIC_0013371,seborrheic_keratosis
ISIC_0013374,melanoma
ISIC_0013378,nevus
ISIC_0013383,nevus
ISIC_0013385,nevus
ISIC_0013390,nevus
ISIC_0013393,seborrheic_keratosis
ISIC_0013394,nevus
ISIC_0013395,nevus
ISIC_0013397,seborrheic_keratosis
ISIC_0013398,nevus
ISIC_0013399,nevus
ISIC_0013400,seborrheic_keratosis
ISIC_0013403,nevus
ISIC_0013405,nevus
ISIC_0013410,nevus
ISIC_0013411,melanoma
ISIC_0013414,melanoma
ISIC_0013416,nevus
ISIC_0013417,nevus
ISIC_0013423,nevus
ISIC_0013424,nevus
ISIC_0013425,nevus
ISIC_0013427,melanoma
ISIC_0013428,nevus
ISIC_0013429,melanoma
ISIC_0013430,nevus
ISIC_0013432,nevus
ISIC_0013433,nevus
ISIC_0013434,nevus
ISIC_0013437,nevus
ISIC_0013438,nevus
ISIC_0013443,seborrheic_keratosis
ISIC_0013455,melanoma
ISIC_0013456,nevus
ISIC_0013457,melanoma
ISIC_0013458,seborrheic_keratosis
ISIC_0013459,melanoma
ISIC_0013461,nevus
ISIC_0013465,seborrheic_keratosis
ISIC_0013472,melanoma
ISIC_0013473,melanoma
ISIC_0013474,seborrheic_keratosis
ISIC_0013480,nevus
ISIC_0013487,nevus
ISIC_0013488,nevus
ISIC_0013489,nevus
ISIC_0013490,melanoma
ISIC_0013491,melanoma
ISIC_0013492,nevus
ISIC_0013493,seborrheic_keratosis
ISIC_0013494,nevus
ISIC_0013495,nevus
ISIC_0013498,nevus
ISIC_0013499,melanoma
ISIC_0013500,melanoma
ISIC_0013501,melanoma
ISIC_0013511,nevus
ISIC_0013512,nevus
ISIC_0013516,nevus
ISIC_0013517,nevus
ISIC_0013518,melanoma
ISIC_0013523,nevus
ISIC_0013525,melanoma
ISIC_0013526,nevus
ISIC_0013527,nevus
ISIC_0013529,nevus
ISIC_0013549,melanoma
ISIC_0013552,nevus
ISIC_0013553,nevus
ISIC_0013554,nevus
ISIC_0013558,nevus
ISIC_0013559,nevus
ISIC_0013561,nevus
ISIC_0013562,nevus
ISIC_0013565,melanoma
ISIC_0013567,melanoma
ISIC_0013568,nevus
ISIC_0013572,melanoma
ISIC_0013573,melanoma
ISIC_0013577,melanoma
ISIC_0013578,melanoma
ISIC_0013579,melanoma
ISIC_0013580,seborrheic_keratosis
ISIC_0013581,melanoma
ISIC_0013585,seborrheic_keratosis
ISIC_0013588,melanoma
ISIC_0013592,nevus
ISIC_0013594,melanoma
ISIC_0013595,nevus
ISIC_0013596,nevus
ISIC_0013597,nevus
ISIC_0013599,nevus
ISIC_0013600,nevus
ISIC_0013601,nevus
ISIC_0013602,nevus
ISIC_0013603,nevus
ISIC_0013606,melanoma
ISIC_0013610,melanoma
ISIC_0013615,melanoma
ISIC_0013617,melanoma
ISIC_0013618,melanoma
ISIC_0013621,seborrheic_keratosis
ISIC_0013626,melanoma
ISIC_0013634,melanoma
ISIC_0013635,seborrheic_keratosis
ISIC_0013636,melanoma
ISIC_0013637,seborrheic_keratosis
ISIC_0013639,melanoma
ISIC_0013643,nevus
ISIC_0013644,melanoma
ISIC_0013651,melanoma
ISIC_0013652,melanoma
ISIC_0013656,nevus
ISIC_0013663,melanoma
ISIC_0013664,nevus
ISIC_0013667,seborrheic_keratosis
ISIC_0013670,nevus
ISIC_0013671,melanoma
ISIC_0013672,melanoma
