ID,Class
ISIC_0013673,seborrheic_keratosis
ISIC_0013674,melanoma
ISIC_0013675,nevus
ISIC_0013676,nevus
ISIC_0013678,melanoma
ISIC_0013680,seborrheic_keratosis
ISIC_0013684,seborrheic_keratosis
ISIC_0013685,seborrheic_keratosis
ISIC_0013688,nevus
ISIC_0013689,nevus
ISIC_0013690,nevus
ISIC_0013691,seborrheic_keratosis
ISIC_0013695,nevus
ISIC_0013696,melanoma
ISIC_0013702,melanoma
ISIC_0013708,seborrheic_keratosis
ISIC_0013709,seborrheic_keratosis
ISIC_0013712,nevus
ISIC_0013713,nevus
ISIC_0013719,nevus
ISIC_0013721,nevus
ISIC_0013733,melanoma
ISIC_0013736,melanoma
ISIC_0013737,nevus
ISIC_0013738,nevus
ISIC_0013739,melanoma
ISIC_0013740,melanoma
ISIC_0013747,nevus
ISIC_0013748,nevus
ISIC_0013749,nevus
ISIC_0013758,nevus
ISIC_0013762,melanoma
ISIC_0013765,seborrheic_keratosis
ISIC_0013766,melanoma
ISIC_0013767,melanoma
ISIC_0013772,nevus
ISIC_0013775,melanoma
ISIC_0013777,melanoma
ISIC_0013778,nevus
ISIC_0013782,seborrheic_keratosis
ISIC_0013783,melanoma
ISIC_0013789,nevus
ISIC_0013792,nevus
ISIC_0013793,nevus
ISIC_0013794,nevus
ISIC_0013795,nevus
ISIC_0013796,nevus
ISIC_0013797,nevus
ISIC_0013798,nevus
ISIC_0013799,nevus
ISIC_0013800,nevus
ISIC_0013801,nevus
ISIC_0013802,nevus
ISIC_0013803,nevus
ISIC_0013804,nevus
ISIC_0013805,nevus
ISIC_0013806,nevus
ISIC_0013807,nevus
ISIC_0013808,nevus
ISIC_0013809,nevus
ISIC_0013813,melanoma
ISIC_0013815,melanoma
ISIC_0013816,nevus
ISIC_0013817,seborrheic_keratosis
ISIC_0013819,nevus
ISIC_0013828,melanoma
ISIC_0013830,nevus
ISIC_0013831,melanoma
ISIC_0013832,melanoma
ISIC_0013833,melanoma
ISIC_0013835,nevus
ISIC_0013836,nevus
ISIC_0013837,nevus
ISIC_0013839,melanoma
ISIC_0013840,melanoma
ISIC_0013842,melanoma
ISIC_0013843,nevus
ISIC_0013844,melanoma
ISIC_0013861,melanoma
ISIC_0013862,nevus
ISIC_0013863,seborrheic_keratosis
ISIC_0013865,melanoma
ISIC_0013867,melanoma
ISIC_0013874,melanoma
ISIC_0013879,nevus
ISIC_0013886,nevus
ISIC_0013888,nevus
ISIC_0013891,nevus
ISIC_0013896,nevus
ISIC_0013897,nevus
ISIC_0013898,nevus
ISIC_0013908,melanoma
ISIC_0013910,seborrheic_keratosis
ISIC_0013911,nevus
ISIC_0013917,melanoma
ISIC_0013918,seborrheic_keratosis
ISIC_0013921,nevus
ISIC_0013922,nevus
ISIC_0013925,melanoma
ISIC_0013929,seborrheic_keratosis
ISIC_0013935,nevus
ISIC_0013936,melanoma
ISIC_0013942,nevus
ISIC_0013946,nevus
ISIC_0013948,melanoma
ISIC_0013953,melanoma
ISIC_0013958,seborrheic_keratosis
ISIC_0013961,nevus
ISIC_0013962,nevus
ISIC_0013966,nevus
ISIC_0013967,nevus
ISIC_0013969,melanoma
ISIC_0013970,nevus
ISIC_0013972,melanoma
ISIC_0013975,melanoma
ISIC_0013977,seborrheic_keratosis
ISIC_0013980,seborrheic_keratosis
ISIC_0013981,seborrheic_keratosis
ISIC_0013982,nevus
ISIC_0013983,nevus
ISIC_0013984,melanoma
ISIC_0013986,melanoma
ISIC_0013987,melanoma
ISIC_0013988,melanoma
ISIC_0013995,melanoma
ISIC_0013996,nevus
ISIC_0013997,melanoma
ISIC_0013998,nevus
ISIC_0014001,nevus
ISIC_0014013,melanoma
ISIC_0014026,nevus
ISIC_0014027,melanoma
ISIC_0014028,seborrheic_keratosis
ISIC_0014029,seborrheic_keratosis
ISIC_0014032,seborrheic_keratosis
ISIC_0014037,melanoma
ISIC_0014044,melanoma
ISIC_0014046,nevus
ISIC_0014049,melanoma
ISIC_0014059,melanoma
ISIC_0014062,melanoma
ISIC_0014066,nevus
ISIC_0014069,nevus
ISIC_0014072,melanoma
ISIC_0014073,nevus
ISIC_0014076,melanoma
ISIC_0014077,melanoma
ISIC_0014080,nevus
ISIC_0014081,nevus
ISIC_0014089,nevus
ISIC_0014090,nevus
ISIC_0014092,melanoma
ISIC_0014093,nevus
ISIC_0014094,nevus
ISIC_0014099,melanoma
ISIC_0014103,melanoma
ISIC_0014108,melanoma
ISIC_0014110,melanoma
ISIC_0014114,nevus
ISIC_0014117,nevus
ISIC_0014127,melanoma
ISIC_0014129,melanoma
ISIC_0014131,nevus
ISIC_0014132,melanoma
ISIC_0014133,melanoma
ISIC_0014136,melanoma
ISIC_0014139,seborrheic_keratosis
ISIC_0014144,melanoma
ISIC_0014149,nevus
ISIC_0014150,nevus
ISIC_0014151,melanoma
ISIC_0014156,melanoma
ISIC_0014157,melanoma
ISIC_0014158,nevus
ISIC_0014160,melanoma
ISIC_0014162,nevus
ISIC_0014163,melanoma
ISIC_0014164,nevus
ISIC_0014166,nevus
ISIC_0014169,seborrheic_keratosis
ISIC_0014171,melanoma
ISIC_0014173,melanoma
ISIC_0014174,nevus
ISIC_0014178,nevus
ISIC_0014181,melanoma
ISIC_0014183,melanoma
ISIC_0014185,nevus
ISIC_0014186,melanoma
ISIC_0014187,melanoma
ISIC_0014189,melanoma
ISIC_0014190,melanoma
ISIC_0014195,nevus
ISIC_0014197,nevus
ISIC_0014211,nevus
ISIC_0014217,melanoma
ISIC_0014219,melanoma
ISIC_0014221,melanoma
ISIC_0014222,melanoma
ISIC_0014225,nevus
ISIC_0014229,melanoma
ISIC_0014233,melanoma
ISIC_0014238,melanoma
ISIC_0014248,nevus
ISIC_0014249,melanoma
ISIC_0014253,nevus
ISIC_0014255,melanoma
ISIC_0014263,nevus
ISIC_0014270,melanoma
ISIC_0014273,seborrheic_keratosis
ISIC_0014274,nevus
ISIC_0014284,melanoma
ISIC_0014286,nevus
ISIC_0014288,melanoma
ISIC_0014289,melanoma
ISIC_0014290,melanoma
ISIC_0014291,melanoma
ISIC_0014299,nevus
ISIC_0014302,melanoma
ISIC_0014308,melanoma
ISIC_0014311,seborrheic_keratosis
ISIC_0014316,melanoma
ISIC_0014317,nevus
ISIC_0014324,melanoma
ISIC_0014325,melanoma
ISIC_0014327,melanoma
ISIC_0014328,nevus
ISIC_0014331,melanoma
ISIC_0014336,melanoma
ISIC_0014337,melanoma
ISIC_0014346,nevus
ISIC_0014347,melanoma
ISIC_0014349,melanoma
ISIC_0014353,nevus
ISIC_0014357,melanoma
ISIC_0014360,melanoma
ISIC_0014361,melanoma
ISIC_0014365,nevus
ISIC_0014366,melanoma
ISIC_0014372,melanoma
ISIC_0014382,seborrheic_keratosis
ISIC_0014385,melanoma
ISIC_0014386,seborrheic_keratosis
ISIC_0014392,seborrheic_keratosis
ISIC_0014393,seborrheic_keratosis
ISIC_0014394,nevus
ISIC_0014395,melanoma
ISIC_0014397,seborrheic_keratosis
ISIC_0014410,seborrheic_keratosis
ISIC_0014419,seborrheic_keratosis
ISIC_0014422,melanoma
ISIC_0014423,melanoma
ISIC_0014428,melanoma
ISIC_0014430,nevus
ISIC_0014431,nevus
ISIC_0014433,nevus
ISIC_0014434,melanoma
ISIC_0014438,nevus
ISIC_0014440,nevus
ISIC_0014441,nevus
ISIC_0014453,nevus
ISIC_0014454,melanoma
ISIC_0014457,seborrheic_keratosis
ISIC_0014458,nevus
ISIC_0014469,nevus
ISIC_0014470,nevus
ISIC_0014473,nevus
ISIC_0014475,nevus
ISIC_0014476,melanoma
ISIC_0014478,melanoma
ISIC_0014480,melanoma
ISIC_0014486,melanoma
ISIC_0014489,melanoma
ISIC_0014490,nevus
ISIC_0014498,nevus
ISIC_0014500,seborrheic_keratosis
ISIC_0014501,melanoma
ISIC_0014502,nevus
ISIC_0014503,seborrheic_keratosis
ISIC_0014506,melanoma
ISIC_0014507,melanoma
ISIC_0014511,nevus
ISIC_0014513,melanoma
ISIC_0014518,melanoma
ISIC_0014522,nevus
ISIC_0014525,melanoma
ISIC_0014526,seborrheic_keratosis
ISIC_0014527,melanoma
ISIC_0014529,nevus
ISIC_0014535,seborrheic_keratosis
ISIC_0014537,seborrheic_keratosis
ISIC_0014541,melanoma
ISIC_0014542,melanoma
ISIC_0014543,melanoma
ISIC_0014545,melanoma
ISIC_0014546,melanoma
ISIC_0014547,nevus
ISIC_0014548,melanoma
ISIC_0014554,seborrheic_keratosis
ISIC_0014558,melanoma
ISIC_0014559,melanoma
ISIC_0014567,seborrheic_keratosis
ISIC_0014572,seborrheic_keratosis
ISIC_0014573,seborrheic_keratosis
ISIC_0014574,seborrheic_keratosis
ISIC_0014576,seborrheic_keratosis
ISIC_0014577,seborrheic_keratosis
ISIC_0014580,seborrheic_keratosis
ISIC_0014581,seborrheic_keratosis
ISIC_0014583,seborrheic_keratosis
ISIC_0014585,seborrheic_keratosis
ISIC_0014586,seborrheic_keratosis
ISIC_0014587,seborrheic_keratosis
ISIC_0014596,seborrheic_keratosis
ISIC_0014599,seborrheic_keratosis
ISIC_0014600,seborrheic_keratosis
ISIC_0014601,seborrheic_keratosis
ISIC_0014603,seborrheic_keratosis
ISIC_0014605,seborrheic_keratosis
ISIC_0014609,seborrheic_keratosis
ISIC_0014610,seborrheic_keratosis
ISIC_0014617,seborrheic_keratosis
ISIC_0014619,seborrheic_keratosis
ISIC_0014623,seborrheic_keratosis
ISIC_0014624,seborrheic_keratosis
ISIC_0014625,seborrheic_keratosis
ISIC_0014628,seborrheic_keratosis
ISIC_0014632,seborrheic_keratosis
ISIC_0014633,seborrheic_keratosis
ISIC_0014635,seborrheic_keratosis
ISIC_0014637,seborrheic_keratosis
ISIC_0014639,seborrheic_keratosis
ISIC_0014640,seborrheic_keratosis
ISIC_0014642,seborrheic_keratosis
ISIC_0014643,seborrheic_keratosis
ISIC_0014651,seborrheic_keratosis
ISIC_0014652,seborrheic_keratosis
ISIC_0014657,nevus
ISIC_0014658,nevus
ISIC_0014661,nevus
ISIC_0014663,melanoma
ISIC_0014664,nevus
ISIC_0014665,nevus
ISIC_0014666,melanoma
ISIC_0014667,nevus
ISIC_0014675,nevus
ISIC_0014677,nevus
ISIC_0014680,nevus
ISIC_0014682,nevus
ISIC_0014683,nevus
ISIC_0014684,nevus
ISIC_0014685,nevus
ISIC_0014687,nevus
ISIC_0014688,melanoma
ISIC_0014692,nevus
ISIC_0014693,nevus
ISIC_0014694,nevus
ISIC_0014696,nevus
ISIC_0014697,nevus
ISIC_0014698,nevus
ISIC_0014702,nevus
ISIC_0014703,melanoma
ISIC_0014707,nevus
ISIC_0014708,nevus
ISIC_0014713,nevus
ISIC_0014714,nevus
ISIC_0014715,nevus
ISIC_0014716,nevus
ISIC_0014720,nevus
ISIC_0014722,melanoma
ISIC_0014723,seborrheic_keratosis
ISIC_0014724,nevus
ISIC_0014725,nevus
ISIC_0014726,nevus
ISIC_0014728,nevus
ISIC_0014729,nevus
ISIC_0014730,nevus
ISIC_0014731,nevus
ISIC_0014735,melanoma
ISIC_0014739,nevus
ISIC_0014740,nevus
ISIC_0014742,nevus
ISIC_0014743,nevus
ISIC_0014745,nevus
ISIC_0014746,nevus
ISIC_0014748,nevus
ISIC_0014749,nevus
ISIC_0014753,nevus
ISIC_0014754,nevus
ISIC_0014755,nevus
ISIC_0014760,nevus
ISIC_0014762,nevus
ISIC_0014763,nevus
ISIC_0014765,nevus
ISIC_0014768,nevus
ISIC_0014769,nevus
ISIC_0014770,seborrheic_keratosis
ISIC_0014771,nevus
ISIC_0014772,melanoma
ISIC_0014773,nevus
ISIC_0014775,nevus
ISIC_0014778,nevus
ISIC_0014779,nevus
ISIC_0014780,nevus
ISIC_0014782,nevus
ISIC_0014783,nevus
ISIC_0014784,melanoma
ISIC_0014785,nevus
ISIC_0014786,nevus
ISIC_0014787,nevus
ISIC_0014788,melanoma
ISIC_0014790,melanoma
ISIC_0014791,nevus
ISIC_0014792,nevus
ISIC_0014794,nevus
ISIC_0014795,melanoma
ISIC_0014796,nevus
ISIC_0014797,nevus
ISIC_0014798,nevus
ISIC_0014800,melanoma
ISIC_0014802,nevus
ISIC_0014803,nevus
ISIC_0014804,seborrheic_keratosis
ISIC_0014805,nevus
ISIC_0014806,seborrheic_keratosis
ISIC_0014807,nevus
ISIC_0014808,nevus
ISIC_0014809,melanoma
ISIC_0014812,nevus
ISIC_0014814,nevus
ISIC_0014815,nevus
ISIC_0014818,nevus
ISIC_0014820,nevus
ISIC_0014821,nevus
ISIC_0014823,seborrheic_keratosis
ISIC_0014825,nevus
ISIC_0014826,melanoma
ISIC_0014829,nevus
ISIC_0014830,nevus
ISIC_0014831,seborrheic_keratosis
ISIC_0014832,melanoma
ISIC_0014833,nevus
ISIC_0014834,nevus
ISIC_0014835,nevus
ISIC_0014836,nevus
ISIC_0014838,nevus
ISIC_0014839,nevus
ISIC_0014843,nevus
ISIC_0014844,nevus
ISIC_0014845,nevus
ISIC_0014846,nevus
ISIC_0014848,nevus
ISIC_0014849,nevus
ISIC_0014850,nevus
ISIC_0014851,nevus
ISIC_0014853,nevus
ISIC_0014854,nevus
ISIC_0014855,nevus
ISIC_0014857,melanoma
ISIC_0014860,nevus
ISIC_0014862,melanoma
ISIC_0014863,nevus
ISIC_0014867,nevus
ISIC_0014868,nevus
ISIC_0014869,nevus
ISIC_0014872,melanoma
ISIC_0014876,nevus
ISIC_0014879,nevus
ISIC_0014883,melanoma
ISIC_0014890,nevus
ISIC_0014891,melanoma
ISIC_0014897,melanoma
ISIC_0014898,nevus
ISIC_0014901,nevus
ISIC_0014903,nevus
ISIC_0014904,nevus
ISIC_0014907,nevus
ISIC_0014908,nevus
ISIC_0014910,nevus
ISIC_0014911,nevus
ISIC_0014912,melanoma
ISIC_0014913,nevus
ISIC_0014915,nevus
ISIC_0014919,melanoma
ISIC_0014920,melanoma
ISIC_0014921,nevus
ISIC_0014922,melanoma
ISIC_0014923,nevus
ISIC_0014925,nevus
ISIC_0014926,nevus
ISIC_0014927,nevus
ISIC_0014928,melanoma
ISIC_0014929,nevus
ISIC_0014930,nevus
ISIC_0014931,melanoma
ISIC_0014932,melanoma
ISIC_0014933,nevus
ISIC_0014936,nevus
ISIC_0014937,nevus
ISIC_0014938,nevus
ISIC_0014940,nevus
ISIC_0014941,nevus
ISIC_0014942,nevus
ISIC_0014943,nevus
ISIC_0014944,nevus
ISIC_0014945,nevus
ISIC_0014946,melanoma
ISIC_0014947,nevus
ISIC_0014948,nevus
ISIC_0014949,nevus
ISIC_0014951,melanoma
ISIC_0014952,nevus
ISIC_0014955,nevus
ISIC_0014956,nevus
ISIC_0014957,nevus
ISIC_0014958,nevus
ISIC_0014961,nevus
ISIC_0014962,nevus
ISIC_0014963,melanoma
ISIC_0014964,nevus
ISIC_0014966,nevus
ISIC_0014968,nevus
ISIC_0014969,nevus
ISIC_0014973,nevus
ISIC_0014974,nevus
ISIC_0014975,melanoma
ISIC_0014979,melanoma
ISIC_0014982,melanoma
ISIC_0014983,melanoma
ISIC_0014985,melanoma
ISIC_0014987,melanoma
ISIC_0014989,nevus
ISIC_0014992,nevus
ISIC_0014994,nevus
ISIC_0014998,nevus
ISIC_0015002,nevus
ISIC_0015003,nevus
ISIC_0015005,melanoma
ISIC_0015007,nevus
ISIC_0015008,nevus
ISIC_0015009,nevus
ISIC_0015011,nevus
ISIC_0015013,nevus
ISIC_0015015,nevus
ISIC_0015016,nevus
ISIC_0015018,nevus
ISIC_0015019,nevus
ISIC_0015020,nevus
ISIC_0015021,nevus
ISIC_0015023,nevus
ISIC_0015026,nevus
ISIC_0015030,nevus
ISIC_0015031,nevus
ISIC_0015032,seborrheic_keratosis
ISIC_0015034,nevus
ISIC_0015035,nevus
ISIC_0015037,nevus
ISIC_0015040,nevus
ISIC_0015041,melanoma
ISIC_0015043,nevus
ISIC_0015044,seborrheic_keratosis
ISIC_0015046,melanoma
ISIC_0015050,melanoma
ISIC_0015051,nevus
ISIC_0015056,nevus
ISIC_0015057,nevus
ISIC_0015060,nevus
ISIC_0015062,seborrheic_keratosis
ISIC_0015064,nevus
ISIC_0015071,melanoma
ISIC_0015078,nevus
ISIC_0015079,melanoma
ISIC_0015082,melanoma
ISIC_0015089,nevus
ISIC_0015102,nevus
ISIC_0015108,seborrheic_keratosis
ISIC_0015109,melanoma
ISIC_0015110,melanoma
ISIC_0015113,seborrheic_keratosis
ISIC_0015115,melanoma
ISIC_0015118,nevus
ISIC_0015124,melanoma
ISIC_0015125,nevus
ISIC_0015127,melanoma
ISIC_0015129,nevus
ISIC_0015130,nevus
ISIC_0015132,melanoma
ISIC_0015133,melanoma
ISIC_0015136,melanoma
ISIC_0015139,nevus
ISIC_0015140,nevus
ISIC_0015142,melanoma
ISIC_0015144,nevus
ISIC_0015146,nevus
ISIC_0015149,nevus
ISIC_0015150,nevus
ISIC_0015152,nevus
ISIC_0015153,seborrheic_keratosis
ISIC_0015155,nevus
ISIC_0015156,melanoma
ISIC_0015157,nevus
ISIC_0015158,seborrheic_keratosis
ISIC_0015160,nevus
ISIC_0015161,nevus
ISIC_0015163,melanoma
ISIC_0015166,melanoma
ISIC_0015167,melanoma
ISIC_0015170,seborrheic_keratosis
ISIC_0015171,nevus
ISIC_0015173,nevus
ISIC_0015174,nevus
ISIC_0015175,nevus
ISIC_0015176,nevus
ISIC_0015179,nevus
ISIC_0015180,melanoma
ISIC_0015184,nevus
ISIC_0015185,melanoma
ISIC_0015189,melanoma
ISIC_0015190,melanoma
ISIC_0015193,melanoma
ISIC_0015200,melanoma
ISIC_0015201,nevus
ISIC_0015202,nevus
ISIC_0015203,nevus
ISIC_0015204,melanoma
ISIC_0015206,melanoma
ISIC_0015207,nevus
ISIC_0015208,nevus
ISIC_0015211,nevus
ISIC_0015212,nevus
ISIC_0015215,nevus
ISIC_0015216,nevus
ISIC_0015218,nevus
ISIC_0015219,melanoma
ISIC_0015220,seborrheic_keratosis
ISIC_0015223,nevus
ISIC_0015224,nevus
ISIC_0015226,nevus
ISIC_0015229,melanoma
ISIC_0015232,nevus
ISIC_0015233,seborrheic_keratosis
ISIC_0015237,nevus
ISIC_0015241,nevus
ISIC_0015243,melanoma
ISIC_0015244,nevus
ISIC_0015245,nevus
ISIC_0015250,nevus
ISIC_0015251,melanoma
ISIC_0015254,nevus
ISIC_0015255,nevus
ISIC_0015256,melanoma
ISIC_0015258,nevus
ISIC_0015260,seborrheic_keratosis
ISIC_0015264,nevus
ISIC_0015270,nevus
ISIC_0015273,nevus
ISIC_0015274,nevus
ISIC_0015276,nevus
ISIC_0015279,nevus
ISIC_0015283,nevus
ISIC_0015284,melanoma
ISIC_0015291,nevus
ISIC_0015293,nevus
ISIC_0015295,seborrheic_keratosis
ISIC_0015298,nevus
ISIC_0015309,nevus
ISIC_0015310,nevus
ISIC_0015311,nevus
ISIC_0015312,nevus
ISIC_0015313,nevus
ISIC_0015330,nevus
ISIC_0015331,nevus
ISIC_0015353,nevus
ISIC_0015355,nevus
ISIC_0015357,nevus
ISIC_0015360,nevus
ISIC_0015363,nevus
ISIC_0015368,nevus
ISIC_0015369,nevus
ISIC_0015383,nevus
ISIC_0015390,nevus
ISIC_0015395,nevus
ISIC_0015401,nevus
ISIC_0015403,nevus
ISIC_0015404,nevus
ISIC_0015411,nevus
ISIC_0015412,nevus
ISIC_0015416,nevus
ISIC_0015417,nevus
ISIC_0015418,nevus
ISIC_0015419,nevus
ISIC_0015436,nevus
ISIC_0015440,nevus
ISIC_0015443,nevus
ISIC_0015445,nevus
ISIC_0015447,nevus
ISIC_0015455,nevus
ISIC_0015464,nevus
ISIC_0015466,nevus
ISIC_0015468,nevus
ISIC_0015476,nevus
ISIC_0015481,nevus
ISIC_0015482,nevus
ISIC_0015483,nevus
ISIC_0015485,nevus
ISIC_0015496,nevus
ISIC_0015510,nevus
ISIC_0015526,nevus
ISIC_0015537,nevus
ISIC_0015544,nevus
ISIC_0015559,nevus
ISIC_0015563,nevus
ISIC_0015566,nevus
ISIC_0015568,nevus
ISIC_0015582,nevus
ISIC_0015593,nevus
ISIC_0015603,nevus
ISIC_0015607,nevus
ISIC_0015614,nevus
ISIC_0015617,nevus
ISIC_0015625,nevus
ISIC_0015627,nevus
ISIC_0015631,nevus
ISIC_0015636,nevus
ISIC_0015638,nevus
ISIC_0015641,nevus
ISIC_0015645,nevus
ISIC_0015936,nevus
ISIC_0015937,nevus
ISIC_0015939,nevus
ISIC_0015940,nevus
ISIC_0015941,nevus
ISIC_0015942,nevus
ISIC_0015943,nevus
ISIC_0015944,nevus
ISIC_0015945,nevus
ISIC_0015946,nevus
ISIC_0015947,nevus
ISIC_0015948,nevus
ISIC_0015949,nevus
ISIC_0015950,nevus
ISIC_0015951,nevus
ISIC_0015952,nevus
ISIC_0015953,nevus
ISIC_0015955,nevus
ISIC_0015956,nevus
ISIC_0015957,nevus
ISIC_0015958,nevus
ISIC_0015960,nevus
ISIC_0015961,nevus
ISIC_0015962,nevus
ISIC_0015963,nevus
ISIC_0015964,nevus
ISIC_0015965,nevus
ISIC_0015966,nevus
ISIC_0015967,nevus
ISIC_0015968,nevus
ISIC_0015969,nevus
ISIC_0015971,nevus
ISIC_0015972,nevus
ISIC_0015973,nevus
ISIC_0015974,nevus
ISIC_0015975,nevus
ISIC_0015976,nevus
ISIC_0015978,nevus
ISIC_0015980,nevus
ISIC_0015981,nevus
ISIC_0015982,nevus
ISIC_0015983,nevus
ISIC_0015984,nevus
ISIC_0015985,nevus
ISIC_0015986,nevus
ISIC_0015987,nevus
ISIC_0015989,nevus
ISIC_0015990,nevus
ISIC_0015991,nevus
ISIC_0015993,nevus
ISIC_0015994,nevus
ISIC_0015995,nevus
ISIC_0015996,nevus
ISIC_0015997,nevus
ISIC_0015998,nevus
ISIC_0015999,nevus
ISIC_0016000,nevus
ISIC_0016003,nevus
ISIC_0016004,nevus
ISIC_0016005,nevus
ISIC_0016006,nevus
ISIC_0016007,nevus
ISIC_0016008,nevus
ISIC_0016009,nevus
ISIC_0016011,nevus
ISIC_0016012,nevus
ISIC_0016013,nevus
ISIC_0016014,nevus
ISIC_0016015,nevus
ISIC_0016016,nevus
ISIC_0016017,nevus
ISIC_0016019,nevus
ISIC_0016022,nevus
ISIC_0016023,nevus
ISIC_0016024,nevus
ISIC_0016025,nevus
ISIC_0016026,nevus
ISIC_0016027,nevus
ISIC_0016028,nevus
ISIC_0016029,nevus
ISIC_0016030,nevus
ISIC_0016033,nevus
ISIC_0016034,nevus
ISIC_0016035,nevus
ISIC_0016036,nevus
ISIC_0016037,nevus
ISIC_0016038,nevus
ISIC_0016040,nevus
ISIC_0016041,nevus
ISIC_0016042,nevus
ISIC_0016043,nevus
ISIC_0016044,nevus
ISIC_0016045,nevus
ISIC_0016046,nevus
ISIC_0016048,nevus
ISIC_0016050,nevus
ISIC_0016051,nevus
ISIC_0016052,nevus
ISIC_0016053,nevus
ISIC_0016054,nevus
ISIC_0016055,nevus
ISIC_0016056,nevus
ISIC_0016057,nevus
ISIC_0016058,nevus
ISIC_0016059,nevus
ISIC_0016060,nevus
ISIC_0016061,nevus
ISIC_0016062,nevus
ISIC_0016063,nevus
ISIC_0016064,nevus
ISIC_0016065,nevus
ISIC_0016066,nevus
ISIC_0016068,nevus
ISIC_0016069,nevus
ISIC_0016070,nevus
ISIC_0016071,nevus
ISIC_0016072,nevus
